title,authors,publishedDate,categories,description,averageRating,textSnippet,language
The Pure in Heart,['Susan Hill'],2005,['Crime'],"Krimi. Kriminalinspektør Simon Serrailler kaldes hjem fra ferie i Venedig til familieproblemer og det daglige sure slid med at lede en travl politistation i en mindre engelsk by, hvor ondskab og terror pludselig viser sit modbydelige ansigt.",N/A,N/A,en
"Weep No More, My Lady",['Mary Higgins Clark'],1987,['Fiction'],"Cypress Point -- the ultimate California spa where the rich and famous pursue health and beauty in unalloyed luxury. But lovely young Elizabeth Lange is after something else: the truth about the death of her beloved sister -- a famous actress who plunged from the balcony of her Manhattan penthouse. What she finds will determine the fate of Ted Winters, the handsome business tycoon who stands accused of her murder. Against a Monterey background that sparkles with sun, money, and glamour, Elizabeth stalks shadows that darken with dread and danger... shadows that threaten to reveal the stunning truth about her sister -- and herself.",N/A,N/A,en
Seven Sleepers,['E. X. Ferrars'],1992,['Large type books'],N/A,N/A,N/A,en
The Rockingdown Mystery,['Enid Blyton'],1963,[],The Barney books series - No. 1.,N/A,N/A,en
The Husband,['Dean Ray Koontz'],2006,['Adventure fiction. 2gsafd'],Landscaper Mitch Rafferty has sixty hours to come up with two million dollars as a ransom for his kidnapped wife.,N/A,N/A,en
Turbo Twenty-three,['Janet Evanovich'],2016,['Fiction'],"Bounty hunter Stephanie Plum receives support from prostitute-turned-bounty hunter Lula, gun-toting Grandma Mazur, on-again-off-again paramour Joe Morelli, and mentor Ranger.",N/A,N/A,en
A Bone to Pick,['Charlaine Harris'],1994,['Fiction'],"A Bone To Pick by Charlaine Harris released on Nov 24, 1993 is available now for purchase.",N/A,N/A,en
"Farewell, My Lovely",['Raymond Chandler'],1968,['Detective and mystery stories'],Kriminalroman.,N/A,N/A,en
Déjà Dead,['Kathy Reichs'],1998-01,"['Brennan, Temperance (Fictitious character)']","Features Dr. Temperance Brennan, a forensic anthropologist who is called in when bones discovered are too decomposed for a standard autopsy. Brennan believes a serial killer is at work but has trouble convincing the police.",N/A,N/A,en
Get Shorty,['Elmore Leonard'],1990,['Fiction'],"Miami mob little-guy, loan shark Chili Palmer, is seriously thinking of a career change when a client skips town. Pursuit leads him to L.A....and the rest, as they say, is history.",N/A,N/A,en
Special Topics in Calamity Physics,['Marisha Pessl'],2007-05,[],"Med afstikkere i alle litteraturens og videnskabens retninger fortælles om det år, da den 16-årige Blue van Meer begynder at sætte spørgsmålstegn ved det liv, hun og hendes akademikerfar har levet i overlegen intellektuel foragt for alle undermålerne",N/A,N/A,en
Bones to Ashes,['Kathy Reichs'],2007,"['Brennan, Temperance (Fictitious character)']","""The skeleton is that of a young girl, no more than fourteen years old - and forensic anthropologist Dr Temperance Brennan is struggling to keep her emotions in check. Coroner Yves Bradette is being evasive, insisting the bones are ancient and of no interest. But it doesn't quite add up, and a frustrated Tempe is convinced that Bradette is hiding something... Detective Andrew Ryan is working a series of parallel cases, and requires Tempe's forensic expertise. Three missing persons, three unidentifed bodies - all female, all early-to-mid teens. Could there be a serial killer at work? Is Bradette's skeleton another in this tragic line of young victims?... Working on instinct, Tempe takes matters into her own hands. But she couldn't have predicted where this case would lead, or the horrors it would eventually uncover."" --Book Jacket.",N/A,N/A,en
The Ritual Bath,['Faye Kellerman'],1991,['Fiction'],"Faye Kellerman, wife of Jonathan Kellerman, bestselling author of When the Bough Breaks, weaves a fascinating mystery set in Los Angeles' orthodox Jewish community.",4,N/A,en
The Secret of Red Gate Farm,['Carolyn Keene'],1961,[],N/A,N/A,N/A,en
From Potter's Field,['Patricia Daniels Cornwell'],1996,['Fiction'],Dr. Kay Scarpetta matches wits with a sadistic killer who infiltrates the FBI's top-secret artificial intelligence system and closes in on Scarpetta herself,N/A,N/A,en
Presumed Guilty,['Tess Gerritsen'],1997,['Maine'],"Miranda's ex-lover is found murdered. She had a motive and the opportunity. After being arrested for the crime, Miranda is shocked to learn she's been released on bail--bail posted by someone determined to remain anonymous. Is someone trying to help Miranda? Or is someone trying to manipulate Miranda and draw her into the dark and secret world of a murdered man, where everybody's presumed guilty?",N/A,N/A,en
Return to Howliday Inn,['James Howe'],1992-03-28,['Juvenile Fiction'],"Chester, Harold and Howie are sent to a boarding kennel while the Monroe family goes on vacation. Along with the other residents of Chateau Bow-Wow, the animals plan a mass escape. Sequel to ""Howliday Inn"". Grades 3-6.",N/A,N/A,en
The Crooked Banister,['Carolyn Keene'],1971,[],N/A,N/A,N/A,en
The Mystery of the Brass-Bound Trunk,['Carolyn Keene'],1984,[],N/A,N/A,N/A,en
The Kachina Doll Mystery,['Carolyn Keene'],1981,['Hopi Indians'],"At a fitness ranch in Arizona, Nancy discovers the reason for mysterious accidents thought to result from a curse put on the place by Hopi Indians.",N/A,N/A,en
A Ticket to the Boneyard,['Lawrence Block'],1995,['Large type books'],"Cat and mouse thriller. Ex-Big Apple cop Matthew Scudder lied to a jury to put psychopath James Leo Motley behind bars. Twelve years later, the monster is free - swearing revenge on Scudder and all who know him.",N/A,N/A,en
The Hidden Window Mystery,['Carolyn Keene'],1975,[],N/A,N/A,N/A,en
The Swami's Ring,['Carolyn Keene'],1981,[],"Originally published: New York: Simon & Schuster, 1981.",N/A,N/A,en
The Woman in Black,['Susan Hill'],1996,['Detective and mystery stories'],"When a junior solicitor attends the funeral of the sole inhabitant of Eel Marsh House, he catches sight of a wasted woman dressed in black. He feels uneasy, but his unease is deepened when the locals show their reluctance to talk to her. From the author of GENTLEMEN AND LADIES, I'M THE KING OF THE CASTLE and STRANGE MEETING.",N/A,N/A,en
The Mysterious Mannequin,['Carolyn Keene'],1970,[],The gift of an oriental rug with a coded message woven into its border and the disappearance of a Turkish client start Nancy Drew on a new search for a missing mannequin.,N/A,N/A,en
Ricochet,['Sandra Brown'],2006,['Fiction'],"Detective Sergeant Duncan Hatcher knows he must exercise discretion when investigating a fatal shooting at the home of Judge Cato Laird, but he is both suspicious of and attracted to the Judge's wife.",N/A,N/A,en
Havana Bay,['Martin Cruz Smith'],2000,['Havana Bay (Cuba)'],"The body, what was left of it, was drifting in Havana Bay the morning Arkady arrived from Moscow. He had received an urgent message from the Russian embassy in Havana saying that his friend Pribluda was missing and asking that he come. The Cubans insisted that the corpse was Pribluda, but Arkady wasn't so sure. Communism has shrunk to Cuba.",N/A,N/A,en
Wanted-- Mud Blossom,['Betsy Cromer Byars'],1991,['Juvenile Fiction'],"With disappearances, a possible kidnapping, and maybe even a murder or two, it's anything but a boring weekend at the Blossoms.",N/A,N/A,en
Nancy Drew in the Clue of the Tapping Heels,['Carolyn Keene'],1984,[],N/A,N/A,N/A,en
