title,authors,publishedDate,categories,description,averageRating,textSnippet,language
Last Sacrifice,['Richelle Mead'],2010,['Friendship'],"Framed for the murder of Queen Tatiana, bodyguard Rose faces the trial of her life as best friend Lissa, a vampire princess, becomes first in line for the royal throne.",N/A,N/A,en
The Minpins,['Roald Dahl'],1991,['Juvenile Fiction'],"Although warned not to, Little Billy is tempted to go through the gate into the forest beyond where he encounter the Minpins.",N/A,N/A,en
Mind the Gap,"['Christopher Golden', 'Tim Lebbon']",2018-12-04,['Fate and fatalism'],"Two of today's luminaries of dark fantasy combine their award-winning, critically acclaimed talents in this tale of magic and adventure that begins when a young woman in London slips through a crack between our world and the one hidden beneath it.",N/A,N/A,en
The Discoverie of Witchcraft,['Reginald Scot'],1964,['History'],Publisher: London: Elliot Stock Publication date: 1886 Subjects: Witchcraft Magic Demonology Notes: This is an OCR reprint. There may be numerous typos or missing text. There are no illustrations or indexes. When you buy the General Books edition of this book you get free trial access to Million-Books.com where you can select from more than a million books for free. You can also preview the book there.,N/A,N/A,en
Super Happy Magic Forest,['Matty Long'],2016,['Juvenile Fiction'],"""Originally published in the United Kingdom by Oxford University Press Children's Books in 2015""--Page facing title page.",N/A,N/A,en
The Dark Tower,['Stephen King'],2012,['Fantasy fiction'],"This volume sees gunslinger Roland on a roller-coaster mix of exhilarating triumph and aching loss in his unrelenting quest to reach the Dark Tower. A journey which means he must leave his faithful friends as he closes on the tower. His steps are followed only by Mordred, half-human, half-terrifying creature.",N/A,N/A,en
Igraine the Brave,['Cornelia Funke'],2007,['Birthdays'],"The daughter of two magicians, twelve-year-old Igraine wants nothing more than to be a knight, and when their castle is attacked by a treacherous neighbor bent on stealing their singing magic books, Igraine has an opportunity to demonstrate her bravery.",5,N/A,en
The Black Cauldron,['Lloyd Alexander'],2006-05-16,['Juvenile Fiction'],The land of Prydain is threatened by the evil Arawn and his band of invincible warriors.,4,N/A,en
The Marvelous Land of Oz,['L. Frank Baum'],1961,['Fantasy'],N/A,N/A,N/A,en
Amari and the Night Brothers,['B. B. Alston'],2021-01-20,[],"A 13-year-old girl from the housing projects discovers her brother was more than he seemed ... And so is she. A gripping, fun, heartfelt new fantasy for an upper middle-grade audience. Quinton Peters was the golden boy of the Rosewood City low-income housing projects, receiving full scholarship offers to two different Ivy League schools. When he mysteriously goes missing, his little sister, 13-year-old Amari Peters, can't understand why it's not a bigger deal. Why isn't his story all over the news? And why do the police automatically assume he was into something illegal? Then Amari discovers a ticking briefcase in her brother's closet. A briefcase meant for her eyes only. There was far more to Quinton, it seems, than she ever knew. He's left her a nomination for a summer tryout at the secretive Bureau of Supernatural Affairs. Amari is certain the answer to finding out what happened to him lies somewhere inside - if only she can get her head around the idea of mermaids, dwarfs, aliens and magicians all being real things, something she has to instantly confront when she is given a weredragon as a roommate. Amari must compete against kids who've known about the supernatural world their whole lives and are able to easily answer questions like 'Which two Great Beasts reside in the Atlantic Ocean?' and 'How old is Merlin?' Just getting around the Bureau is a lesson for Amari, with signs like Department of Hidden Places this way, or is it? If all that wasn't enough, every Bureau trainee has a talent that is enhanced to supernatural levels to help them do their jobs - but Amari's talent, when it's revealed, is illegal. As if she needed something else to make her stand out. With an evil magician threatening the whole supernatural world, and her own classmates thinking she is an enemy, Amari has never felt more alone. But if she doesn't pass the three tryouts, she may never find out what happened to Quinton.",N/A,N/A,en
A Court of Thorns and Roses 4,['Sarah J. Maas'],2021-01-26,[],N/A,3,N/A,en
The New Golden Bough,['Sir James George Frazer'],1959,['Religion'],The classic study which relates magic and religion to the institutions and folk customs on which they are based,N/A,N/A,en
Fire & Blood,['George R. R. Martin'],2022,['Dragons'],"Within these pages, the story of the Targaryen rulers unfolds--the good and the bad, the dreamers and the schemers, the mad and the magnificent. Beginning with the legendary Aegon the Conqueror, creator of the Iron Throne, this volume recounts the generations of Targaryens who fought to hold that iconic seat, all the way up to The Dance of the Dragons--the bloody civil war that nearly put an end to Targaryen rule for good. Straight from the pen of George R. R. Martin, and featuring more than eighty-five illustrations, Fire & Blood gives readers a whole new appreciation for the dynamic, often bloody, and always fascinating history of Westeros,",N/A,N/A,en
George's Marvelous Medicine,['Roald Dahl'],1982,['Grandmothers'],"George lives on a farm, managed by his mother and father. Their lives are thrown into disarray by the arrival of Grandma, who behaves appallingly. George tries to make her 'better' by creating a marvelous medicine, which has the most extraordinary effect on Grandma, who grows and grows until she bursts through the ceiling. George's father realizes that the magic medicine could work on his farm animals, providing extra food to help feed a hungry world. But attempts to make more medicine lead to hilarious and frustrating happenings... The play uses puppets to considerable effect, plus a Giant Chicken, played by an actor.",N/A,N/A,en
Harry Potter and the Cursed Child,[],2016,[],N/A,N/A,N/A,en
Harry Potter and the Prisoner of Azkaban - Ravenclaw Edition,['J. K. Rowling'],2019,['Boarding schools'],"Let the magic of J.K. Rowling's classic Harry Potter series take you back to Hogwarts School of Witchcraft and Wizardry. Issued to mark the 20th anniversary of first publication ofHarry Potter and the Prisoner of Azkaban, this irresistible Ravenclaw House Edition celebrates the noble character of the Hogwarts house famed for its wit, learning and wisdom. Harry's third year at Hogwarts is packed with thrilling Ravenclaw moments, including the appearance of the inimitable Professor Trelawney! With vibrant sprayed edges in Ravenclaw house livery, the book features beautiful house-themed cover artwork with intricate bronze foiling. With an exciting, bespoke introduction exploring the history of Ravenclaw House, and exclusive insights into the use of the Patronus Charm by favourite Ravenclaw characters, the book also boasts a spectacular image by Kate Greenaway winner Levi Pinfold of Cho Chang conjuring her Patronus. All seven books in the series will be issued in these highly collectable, beautifully crafted House Editions, designed to be treasured and read for years to come. A must-have for anyone who has ever imagined sitting under the Sorting Hat in the Great Hall at Hogwarts waiting to hear the words, 'Better be RAVENCLAW!'",N/A,N/A,en
Malamander,['Thomas Taylor'],2019,"['Animals, Mythical']","A quirky, creepy fantasy set in Eerie-on-Sea finds a colorful cast of characters in hot pursuit of a sea monster thought to convey a surprising gift. It's winter in the town of Eerie-on-Sea, where the mist is thick and the salt spray is rattling the windows of the Grand Nautilus Hotel. Inside, young Herbert Lemon, Lost and Founder for the hotel, has an unexpected visitor. It seems that Violet Parma, a fearless girl around his age, lost her parents at the hotel when she was a baby, and she's sure that the nervous Herbert is the only person who can help her find them. The trouble is, Violet is being pursued at that moment by a strange hook-handed man. And the town legend of the Malamander -- a part-fish, part-human monster whose egg is said to make dreams come true -- is rearing its scaly head. As various townspeople, some good-hearted, some nefarious, reveal themselves to be monster hunters on the sly, can Herbert and Violet elude them and discover what happened to Violet's kin? This lighthearted, fantastical mystery, featuring black-and-white spot illustrations, kicks off a trilogy of fantasies set in the seaside town.",N/A,N/A,en
The Voyage of the Dawn Treader,['Clive Staples Lewis'],2002-03-05,['Adventure stories'],"Lucy and Edmund, accompanied by their peevish cousin Eustace, sail to the land of Narnia where Eustace is temporarily transformed into a green dragon because of his selfish behavior and skepticism.",N/A,N/A,en
Mary Poppins,['P. L. Travers'],1991-11-01,['England'],Classic story.,N/A,N/A,en
Moving Pictures,['Terry Pratchett'],2023,['Alchemists'],"""A new phenomenon is taking over the Discworld: moving pictures. Created by the alchemists of Ankh-Morpork, the growing 'clicks' industry moves to the sandy land of Holy Wood, attracted by the light of the sun and some strange calling no one can quite put their finger on...Also drawn to Holy Wood are aspiring young stars Victor Tugelbend, a wizarding student dropout, and Theda 'Ginger' Withel, a small-town girl with big dreams. But behind the glitz and glamour of the clicks, a sinister presence lurks. Because belief is powerful in the Discworld, and sometimes downright dangerous... The magic of movies might just unravel reality itself.""--Back cover.",N/A,N/A,en
Avatar,"['Gene Luen Yang', 'Michael Dante DiMartino', 'Bryan Konietzko']",2015,['Avatars (Religion)'],"When the Fire Nation begins to believe that the country will perish if Zuko stays in power, Avatar Aang and his friends must protect the ruler.",N/A,N/A,en
The Land of Stories 03: A Grimm Warning,['Chris Colfer'],2015-06-30,[],"Conner Bailey thinks his fairy-tale adventures are behind him - until he discovers a mysterious clue left by the famous Brothers Grimm. With help from his classmate Bree and the outlandish Mother Goose, Conner sets off on a mission across Europe to crack a 200-year-old code. Meanwhile, Alex Bailey is training to become the next Fairy Godmother - but her attempts at granting wishes never go as planned. Will she ever be truly ready to lead the Fairy Council?",5,N/A,en
Mary Poppins,"['Pamela Lyndon Travers', 'Brigitte Monzein', 'Jean-Gabriel Monnier', 'Vladimir Volkoff']",1996,['Fantasy'],"Mary Poppins monte l'escalier sur la rampe, ouvre un sac vide et en tire un lit pliant, verse de la même bouteille du sirop de citron, de la glace à la fraise, du lait et du punch au rhum. Mais qui est donc Mary Poppins ? La nouvelle gouvernante des enfants, l'amie de Bébert le marchand d'allumettes, la reine du Zoo ? Elle est arrivée avec le vent d'est : le vent d'ouest peut nous l'enlever ...",N/A,N/A,fr
The Name of the Wind,['Patrick Rothfuss'],2007,['Magic'],"A hero named Kvothe, now living under an assumed name as the humble proprietor of an inn, recounts his transformation from a magically gifted young man into the most notorious wizard, musician, thief, and assassin in his world.",N/A,N/A,en
The Secret Kingdom,['Jenny Nimmo'],2011,['Brothers and sisters'],"A ""New York Times""-bestselling author begins a thrilling new series about Charlie Bone's magical ancestor. Timoken and his sister, Zobayda, under the protection of a forest jinni but pursued by evil virideed, straddle the world of men and the world of enchantments seeking a home while remaining young by drinking a potion called Alixir.",N/A,N/A,en
A Great and Terrible Beauty,['Libba Bray'],2003,['Boarding schools'],"After the suspicious death of her mother in 1895, sixteen-year-old Gemma returns to England, after many years in India, to attend a finishing school where she becomes aware of her magical powers and ability to see into the spirit world.",N/A,N/A,en
Diary of a Wimpy Kid,['Jeff Kinney'],2014,['Diaries'],Greg Heffley tells about his summer vacation and his attempts to steer clear of trouble when he returns to middle school and tries to keep his older brother Rodrick from telling everyone about Greg’s most humiliating experience of the summer.,N/A,N/A,en
The Farthest Shore,['Ursula K. Le Guin'],1984,['Fiction'],"Book Three of Ursula K. Le Guin's Earthsea Cycle Darkness threatens to overtake Earthsea: the world and its wizards are losing their magic. Despite being wearied with age, Ged Sparrowhawk -- Archmage, wizard, and dragonlord -- embarks on a daring, treacherous journey, accompanied by Enlad's young Prince Arren, to discover the reasons behind this devastating pattern of loss. Together they will sail to the farthest reaches of their world -- even beyond the realm of death -- as they seek to restore magic to a land desperately thirsty for it. With millions of copies sold worldwide, Ursula K. Le Guin's Earthsea Cycle has earned a treasured place on the shelves of fantasy lovers everywhere, alongside the works of such beloved authors as J. R. R. Tolkien and C. S. Lewis.",N/A,N/A,en
Midnight's Children,['Salman Rushdie'],1995,['Fiction'],"Saleem Sinai was born at midnight, the midnight of India's independence, and found himself mysteriously 'handcuffed to history' by the coincidence. He is one of 1,001 children born at the midnight hour, each of them endowed with an extraordinary talent -",N/A,N/A,en
City of Lost Souls,['Cassandra Clare'],2014,['Demonology'],"When Jace vanishes with Sebastian, Clary and the Shadowhunters struggle to piece together their shattered world and Clary infiltrates the group planning the world's destruction.",N/A,N/A,en
The Shepherd's Crown,['Terry Pratchett'],2016-03-01,[],N/A,N/A,N/A,en
The Complete Chronicles of Narnia,['Clive Staples Lewis'],1959,[],N/A,N/A,N/A,en
The Land of Oz,['L. Frank Baum'],2011-12,['Fiction'],".""..and also the strange experiences of the Highly Magnified Woggle-Bug, Jack Pumpkinhead, the Animated Saw-Horse and the Gump: the story being a sequel to The Wizard of Oz""--T.p.",N/A,N/A,en
The Enchanted Wood,['Enid Blyton'],2004-10,['Magic'],N/A,N/A,N/A,en
The Magical Power of the Saints,['Ray T. Malbrough'],2002-09,"['Body, Mind & Spirit']","The Reverend Ray Marlbrough guides the reader through a list of 74 saints and their attributes, and shows you how to evoke their powers for practical help through prayer, candle-burning and divination.",4.5,N/A,en
The Wee Free Men,['Terry Pratchett'],2017,['Discworld (Imaginary place)'],"A young witch-to-be named Tiffany teams up with the Wee Free Men, a clan of six-inch-high blue men, to rescue her baby brother and ward off a sinister invasion from Fairyland.",N/A,N/A,en
The Darkest Part of the Forest,['Holly Black'],2015,['Fairies'],"In the town of Fairfold, where humans and fae exist side by side, a boy with horns on his head and ears as pointed as knives awakes after generations of sleep in a glass coffin in the woods, causing Hazel to be swept up in new love, shift her loyalties, feel the fresh sting of betrayal, and to make a secret sacrifice to the faerie king.",N/A,N/A,en
No Quest for the Wicked,['Shanna Swendson'],2013-02,"['Chandler, Katie (Fictitious character)']","A questing we will go! Now that the Magic, Spells, and Illusions, Inc. team has defeated the nefarious Spellworks, the only ""competition"" in town, Katie Chandler doesn't have much to do as director of marketing, and she's starting to question her role at MSI. Her boyfriend Owen Palmer, on the other hand, is in hog heaven, translating an ancient and powerful magical manuscript. But then he finds that the cryptic text describing the location of an enchanted gem known as the Eye of the Moon has radically changed. This deadly stone gives its holder enhanced power over others and a craving for more power. It once caused a terrible war before it was safely hidden and then lost - and now it seems to be in New York and set in an elven brooch that renders its wearer invulnerable. Whoever has this brooch could take over the world. Katie and Owen must find it before anyone else does, and they're not the only ones searching. They'll need all the help they can get, including Katie's visiting grandmother. But who can they trust when their allies fall under its spell? Not to mention the new enemies who are deadlier than anything they've faced before.",N/A,N/A,en
The Books of Magic,"['Neil Gaiman', 'John Bolton']",1993,['Graphic novels'],"From the multiple award-winning, New York Times bestselling author Neil Gaiman creator of the epic fantasy series Sandman comes a dizzying, breathtaking tour through the beautiful and terrifying worlds of magic! When youngster Tim Hunter is predicted to become the next Merlin the most powerful magician on Earth four mystics decide to show him the worlds of magic, past, present and future. But will Tim agree to take the first steps on his dangerous path? And which of his guides hides a deadly ulterior motive? This fabulous book features the beautiful painted art of John Bolton (Sandman), Scott Hampton (Batman), Charles Vess (Stardust) and Paul Johnson (London?s Dark)!",N/A,N/A,en
The Secret Lore of Magic,['Idries Shah'],1957,['Magic'],N/A,N/A,N/A,en
Tom's Midnight Garden,['Philippa Pearce'],1989-04-04,['Fiction'],"When Tom creeps downstairs at midnight and opens a back door, he finds a strange garden and a mysterious playmate. Why is Hatty sometimes his own age, and sometimes older?",N/A,N/A,en
The Books of Magic,['Neil Gaiman'],2013,"['Comic books, strips, etc']",Timothy Hunter is taken on a tour of the magical realms by a quartet of fallen mystics.,5,N/A,en
Dolphins at Daybreak,['Mary Pope Osborne'],1997,['Magic'],"Their magic tree house takes Jack and Annie deep into the sea, where they meet up with dolphins, sharks, and octopi as they search for the answer to an ancient riddle. Complete with a giant octopus, a hungry shark, and dolphins to the rescue, this Magic Tree House book delivers an underwater adventure kids can dream about.",N/A,N/A,en
Sabriel,['Garth Nix'],1995,['Fiction'],"Sabriel, daughter of the necromancer Abhorsen, must journey into the mysterious and magical Old Kingdom to rescue her father from the Land of the Dead.",N/A,N/A,en
Avatar,"['Michael Dante DiMartino', 'Bryan Konietzko', 'Nickelodeon (Firm)']",2010,['Comics & Graphic Novels'],"Young waterbender Katara and her warrior brother Sokka rescue a mysterious boy named Aang, who is an airbender and the long-lost Avatar--whose destiny it is to save the world. Original.",5,N/A,en
Charmed Life,['Diana Wynne Jones'],1989,['Juvenile Fiction'],Gwendolen Chant and her brother Cat find the Chrestomancie Castle family's magic powers difficult to counter with the inferior powers of the Coven Street witches.,N/A,N/A,en
The Magic Faraway Tree,['Enid Blyton'],2014,['Adventure and adventurers'],"When Joe, Beth and Frannie climb up to the top of the Faraway Tree, they meet Silky, Moon-Face and the Saucepan Man. Their new friends show them an exciting secret - how to visit lots of strange and magical lands, where they have many thrilling adventures.",N/A,N/A,en
Natural Magick ... in Twenty Books,['Giambattista della Porta'],1658,['Alchemy'],N/A,N/A,N/A,en
The Hidden Kingdom,['Tui Sutherland'],2020-01-22,['Juvenile Fiction'],"The five dragonets of the prophecy are hoping to hide in safety in the RainWing kingdom, and Glory is hoping to learn more about her own identity, but when tribe members start disappearing and the old queen does nothing, it is up to Glory and her friends to uncover the lurking evil.",N/A,N/A,en
"Natural Magick by John Baptista Porta, a Neapolitane",['Giambattista della Porta'],1658,['Industrial arts'],N/A,N/A,N/A,en
Empire of Storms,[],2017,[],N/A,N/A,N/A,en
Eldest,['Christopher Paolini'],2005,['Juvenile Fiction'],"After successfully evading an Urgals ambush, Eragon is adopted into the Ingeitum clan and sent to finish his training so he can further help the Varden in their struggle against the Empire.",4.5,N/A,en
The books of Earthsea,['Ursula K. Le Guin'],2018-10-25,['Fiction'],"Celebrating the 50th anniversary of the timeless and beloved A Wizard of Earthsea - '...reads like the retelling of a tale first told centuries ago' (David Mitchell) - comes this complete omnibus edition of the entire Earthsea chronicles, including over fifty illustrations illuminating Le Guin's vision of her classic saga. Contains the short story, 'The Daughter of Odren', published in print for the first time, and her last story 'Firelight'. Ursula K. Le Guin's Earthsea novels are some of the most acclaimed and awarded works in literature-they have received prestigious accolades such as the National Book Award, a Newbery Honor, the Nebula Award, and many more honors, commemorating their enduring place in the hearts and minds of readers and the literary world alike. Now for the first time ever, they're all together in one volume-including the early short stories, Le Guin's ""Earthsea Revisioned"" Oxford lecture, and new Earthsea stories, never before printed. With a new introduction by Le Guin herself, this essential edition will also include over fifty illustrations by renowned artist Charles Vess, specially commissioned and selected by Le Guin, to bring her refined vision of Earthsea and its people to life in a totally new way. Stories include: 'A Wizard of Earthsea', 'The Tombs of Atuan', 'The Farthest Shore', 'Tehanu', 'Tales From Earthsea', 'The Other Wind', 'The Rule of Names', 'The Word of Unbinding', 'The Daughter of Odren', and 'Earthsea Revisioned: A Lecture at Oxford University' With stories as perennial and universally beloved as The Chronicles of Narnia and The Lord of The Rings-but also unlike anything but themselves-this edition is perfect for those new to the world of Earthsea, as well as those who are well-acquainted with its enchanting magic: to know Earthsea is to love it. - 1,008 pages - 56 illustrations (including seven lavishly coloured plate sections) - maps of Earthsea - stunningly beautiful endpapers - Six novels - 4 short stories - An essay",N/A,N/A,en
The Books of Magic,['Neil Gaiman'],1993,['Magic'],Timothy Hunter is taken on a tour of the magical realms by a quartet of fallen mystics.,N/A,N/A,en
