title,authors,publishedDate,categories,description,averageRating,textSnippet,language
Sweet Ache,['K. Bromberg'],2015,['Fiction'],"The New York Times bestselling author of the Driven series turns up the heat when a sexy bet turns into so much more.... Hawkin Play, the bad boy rock star with a good guy heart, has lived a lifetime of cleaning up after his twin brother's mistakes. Hunter's most recent screwup could land Hawke in jail and risk the band's future. Hawke agrees to guest lecture at a local college to stay in the judge's good graces--and a bet with his bandmate to seduce his sexy teaching assistant is icing on the cake. Quinlan Westin is harder to bed than Hawke imagined. She knows his type and is determined to avoid the rocker at all costs--even if their attraction runs deeper than simple lust. Just as Hawke might finally be winning over the girl, his brother has other plans. When Hunter realizes his twin finally has a weakness, he'll stop at nothing to take advantage....",N/A,N/A,en
Chain of Iron,['Cassandra Clare'],2021,['Demonology'],N/A,N/A,N/A,en
Maid for Love,['Marie Force'],2016-04-11,['Housekeepers'],"With more than 1.5 million copies of the New York Times Bestselling McCarthys of Gansett Island Series sold since Maid for Love debuted in April 2011, this series has quickly become a fan favorite! The McCarthys of Gansett Island: Book 1 Maddie Chester is determined to leave her hometown of Gansett Island, a place that has brought her only bad memories and ugly rumors. Then she's knocked off her bike on the way to her housekeeping job at McCarthy's Resort Hotel by Gansett's ""favorite son,"" Mac McCarthy. He's back in town to help his father with preparations to sell the family resort and has no intention of staying long. When Mac accidentally sends Maddie flying over the handlebars, badly injuring her, he moves in to nurse her back to health and help care for her young son. He soon realizes his plans for a hit-and-run visit to the island are in serious jeopardy, and he just may be ""maid"" for love. The McCarthys of Gansett Island Series Book 1: Maid for Love Book 2: Fool for Love Book 3: Ready for Love Book 4: Falling for Love Book 5: Hoping for Love Book 6: Season for Love Book 7: Longing for Love Book 8: Waiting for Love Book 9: Time for Love Book 10: Meant for Love Book 10.5: Chance for Love, A Gansett Island Novella Book 11: Gansett After Dark Book 12: Kisses After Dark Book 13: Love After Dark",N/A,N/A,en
Northern Lights,['Nora Roberts'],2004,['Fiction'],"Baltimore cop Nate Burke gives up his job after the death of his partner and accepts the position of chief of police in the small town of Lunacy, Alaska, where his newfound peace, and his relationship with Meg Galloway is threatened by a killer who struck years before Burke's arrival and is still walking the streets.",3.5,N/A,en
The Forget-Me-not Sonata,['Santa Montefiore'],2003,['Romance'],"The Hurlingham Club in Buenos Aires is a little piece of England. Here the Anglo-Argentinean community devour gossip as eagerly as the scones and Earl Grey tea. And it is here that Audrey Garnet loses her heart to Louis Forrester, the talented, troubled composer who sets tongues wagging with his eccentricities and chequered past...",N/A,N/A,en
The Girl from Summer Hill,['Jude Deveraux'],2016,['Fiction'],"The first novel of New York Times bestselling author Jude Deveraux's breathtaking series set in Summer Hill, a small town where love takes centre stage against the backdrop of Jane Austen's Pride and Prejudice. Enter Elizabeth Bennet. Chef Casey Reddick has had it up to here with men. Arriving in the charming town of Summer Hill, Virginia, peace and quiet on the picturesque Tattwell plantation is just what she needs. But the tranquillity is broken one morning when she sees a gorgeous naked man on her porch. Enter Mr. Darcy. What Tate Landers, Hollywood heartthrob and owner of Tattwell, doesn't need on a bittersweet trip to his ancestral home is a woman spying on him. His anger, which looks so good on the screen, makes a bad first impression on Casey - and she lets him know it",5,N/A,en
Scaramouche,['Rafael Sabatini'],1945,['Fiction (General).'],N/A,N/A,N/A,en
Mistress of Mellyn,['Victoria Holt'],1981,['Family secrets'],"As Martha Leigh approached the sprawling mansion of her new employer, Connan TreMellyn, an odd chill of apprehension overcame her. Soon whispers of past tragedy and present danger began to insinuate themselves into Martha's life. Powerless against her growing desire for Connan, she is drawn deeper into family secrets. But though evil lurks in the shadows, so does love -- and the freedom to find a golden promise of forever . . .",1,N/A,en
Lucky,['Jackie Collins'],1993,['Fiction'],N/A,N/A,N/A,en
The House on Hope Street,['Danielle Steel'],2000,['Bereavement'],"Life was good for Liz and Jack Sutherland. In 18 years of marriage, they had built a family, a successful law practice, and a warm, happy home near San Francisco, in a house on Hope Street. Then, in an instant, it all fell apart. It began like any other Christmas morning, with joy and children's laughter. But for Jack Sutherland, a five-minute errand ends in tragedy. And suddenly, Liz is alone, facing painful questions in the wake of an unbearable loss. How can she go on without her husband, her partner, her best friend? How can she grieve when she must console five devastated children, including one with special needs of his own? Powered by her children's love, Liz finds the strength to return to work, to become both mother and 'daddy', coaching her youngest son for the Special Olympics. And one by one the holidays come and go before her eyes: Valentine's Day without flowers and without Jack...Easter...July 4th...Then, just weeks before Labor Day, a devastating accident sends her oldest son to the hospital-and brings a doctor named Bill Webster into her life. Bill becomes a friend to Liz as he slowly heals her shattered son. And as long as the days of summer blend into fall, a new relationship offers new hope, and Liz reflects on what she has, on what she's lost, on the little blessings that give strength when nothing else is left. Then, with the first anniversary of her husband's death approaching, and with it another Christmas in the house on Hope Street, Liz will face one more crisis before she can look back at a year of mourning and change-and ahead to the beginning of a new life. THE HOUSE ON HOPE STREET is about learning to live again after you think life is over, about gettting up when you have been knocked down, again and again. It is about cherishing small miracles, and believing in big ones. It is above all about hope. ""From the Hardcover edition.""",N/A,N/A,en
The Independent Bride,['Sophie Weston'],2003,['Fiction'],"Pepper is rendered uncharacteristically speechless when she encounters Steven Konig in a live TV debate. The man is gorgeous, but infuriatingly provocative, and he's flirting with her! Having turned her back on her life as an heiress, Pepper is determined to make it alone. But she's thrown into turmoil when Steven challenges her to take their attraction further...as far as the altar?",N/A,N/A,en
29 Dates,['Melissa De la Cruz'],2018,['Young Adult Fiction'],Seventeen-year-old Jisu's parents send her from South Korea to San Francisco for a fresh academic start and to continue going on arranged dates with men of her social class. -- provided by publisher.,N/A,N/A,en
Virgin River,['Robyn Carr'],2019-10-22,['Fiction'],"Recently widowed Melinda Monroe may have come to Virgin River looking for escape from her heartache, but instead she finds her home.",N/A,N/A,en
Me and Mr Jones,['Lucy Diamond'],2014-01-05,['Audiobooks'],"Meet the women in love with the very different Jones brothers: Izzy is determined to escape her troubled past, but flirtatious Charlie is causing complications. Alicia's been happily married to loyal Hugh for years but secretly craves excitement. Emma's relationship with David was once fun and romantic but trying for a baby has taken its toll. As the future of the family's B&B becomes uncertain, Izzy, Alicia and Emma are thrown together unexpectedly... Me and Mr Jones is a sparkling tale of heartbreak, hope, friendship and love. 'The new queen of the gripping, light-hearted page-turner' EASY LIVING",N/A,N/A,en
Irresistible Forces,['Danielle Steel'],1999,['Adultery'],N/A,N/A,N/A,en
Anne of Avonlea,"['Montgomery, Ian', 'Lucy Maud Montgomery']",1984-05-01,['Islands'],"In this sequel to ""Anne of Green Gables,"" teenage Anne Shirley becomes a schoolteacher in a small village on Prince Edward Island.",N/A,N/A,en
Invitation to Provence,['Elizabeth A. Adler'],2005-01-01,['Americans'],"Franny Marten's life is unraveling--after arranging to meet her boyfriend Marcus for dinner she finds his wife waiting for her instead. After the initial shock wears off, Franny finds she has more in common with Clare Marks that she could ever have imagined. And, amazingly, the women become fast friends. But even more surprises are in store for Franny Marten: she is unexpectedly offered an all-expenses-paid invitation to go to a reunion of her estranged family in Provence. And Clare decides to charge the trip to Marcus (for his sins) and come along. Franny knows very little about the French side of her family, but how stressful can meeting long-lost aunts and cousins be after what she and Clare have just gone through? Provence is everything Franny pictured, but nothing at all what she expected. There are dangerous family secrets buried deep in the lovely, lush landscape of Provence, and someone who will go to any lengths to keep Franny from uncovering them. Jake Bronson is an American with ties to the Marten family, and he seems to know more than he's saying. He's the most intriguing and compelling man Franny's ever encountered, but there are treacherous currents surrounding him. And at the center of it all is the matriarch, Rafaella Marten, a woman with secrets going back decades. Her two sons have caused her both heartache and joy, but Franny may ultimately be the key to truly reuniting the Marten family--and putting to rest the shadows, scandals, and the rivalry of a dynasty. Evoking the lush descriptions of everything that is Provence, Elizabeth Adler casts an unforgettable spell as Invitation to Provence transports you to a truly magical place.",N/A,N/A,en
Wanderlust,['Danielle Steel'],1986,['Fiction'],"Wanderlust is the story of Audrey Driscoll. Orphaned young, Audrey has grown up caring for her eccentric millionaire grandfather and her demanding younger sister, Annabelle, who assume she will always be there for them. Sheltered yet restless, responsible beyond her years yet hungering for experience, Audrey is hopelessly bound until she herself makes the daring decision to leave. As the 1930s unfold, alone, camera in hand, she will shock friends and outrage family as she plunges headlong into the wider world. Crossing the Atlantic aboard the luxurious ""Queen Mary, Audrey meets James and Violet Hawthorne, who will draw her into a sophisticated circle of artists and expatriates. And it is they who will introduce her to Charles Parker-Scott, in who Audrey will come to recognize a twin soul, a man propelled by relentless curiosity and driven by conflicting needs for intimacy and independence. Together they will spend an exquisite summer at Cap d'Antibes, then board the Orient Express on an adventure that will carry them to a remote outpost in China. But at the farthest reaches of this journey Aubrey must choose again. Japan has attacked China. Charles knows he must return to Europe at once. But Audrey becomes involved with a besieged orphanage and decides to remain in China without Charles, caring for the abandoned children until help arrives. In time Audrey will return to America with a daughter of her own. While she must come home to San Francisco to confront a world irrevocably changed by time, she finds she cannot stay. From prewar Germany to London during the Blitz, from a wrenching reunion with Charles to a war zone in North Africa, again and again she must choose between thedictates of her conscience and the yearnings of her heart. For Audrey Driscoll and the men and women whose lives touch hers, wanderlust is the inescapable element. Born at a time when women were expected to stay close to home and fulfill traditional roles, Audrey is compelled to follow the thread of events that will destroy the complacency of the past and shape the future. From Europe to China, from San Francisco to North Africa, she is irresistibly drawn into a man's world of conflict, discovery, and danger. In a vivid novel of breathtaking scope, Danielle Steel has once again surpassed herself in creating an unforgettable tale of men and women caught in the tides of personal drama and historic event. Wanderlust is Danielle Steel's finest journey.",N/A,N/A,en
The Devil who Tamed Her,['Johanna Lindsey'],2007,['Large type books'],"Offended by an earl's daughter's rude temperament, wealthy Raphael Locke takes the young woman under his wing to prove to a friend that he can transform her into a good-natured and eligible match for a gentleman.",N/A,N/A,en
Lady Susan,['Jane Austen'],2015-08-26,[],"Austen's ""most wicked tale,"" Lady Susan is a short epistolary novel by Jane Austen, possibly written in 1794 but not published until 1871. Lady Susan is a selfish, attractive woman, who tries to trap the best possible husband while maintaining a relationship with a married man. She subverts all the standards of the romantic novel; she has an active role, she's not only beautiful but intelligent and witty, and her suitors are significantly younger than she is.",N/A,N/A,en
The Fall of Legend,['Meghan March'],2019-10-28,['Fiction'],"From New York Times bestselling author Meghan March comes a new deliciously dangerous alpha hero in The Fall of Legend, the first book in the brand new and utterly addictive Legend trilogy. We come from two different worlds. I'm from the streets. She might as well live in an ivory tower. I made my living with my fists. I doubt she could even throw a punch. Our paths never should have crossed. We never should have met. That doesn't change the facts. I would sell my soul to taste those red lips. Fight the devil himself to hear her laugh. Burn in hell to have a single night. Scarlett Priest shouldn't even know men like me exist, but sometimes temptation is stronger than will. If this is how I go down, it'll be worth every second of the fall.",N/A,N/A,en
Play,['Kylie Scott'],2014-08-26,['Fiction'],"Mal Ericson, drummer for the world famous rock band Stage Dive, needs to clean up his image fast. Having a good girl on his arm should do the job just fine. He doesn't plan on this temporary fix becoming permanent. Anne Rollins never thought she'd ever meet the rock god whose posters plastered her teenage bedroom walls - especially not under these circumstances. Anne has money problems. But being paid to play the pretend girlfriend to a wild life-of-the-party drummer couldn't end well. No matter how hot he is. Or could it?",N/A,N/A,en
The Best of Us,['Robyn Carr'],2019-01-08,[],"From the Bestselling Author of the hit Netflix series, Virgin River! In Sullivan's Crossing, #1 New York Times bestselling author Robyn Carr has created a place where good people, powerful emotions, great humor and a healthy dose of common sense are the key ingredients to a happy life. Sullivan's Crossing brings out the best in people. It's a place you'll want to visit again and again. Dr. Leigh Culver loves practicing medicine in Timberlake, Colorado. It is a much-needed change of pace from her stressful life in Chicago. The only drawback is she misses her aunt Helen, the woman who raised her. But it's time that Leigh has her independence, and she hopes the beauty of the Colorado wilderness will entice her aunt to visit often. Helen Culver is an independent woman who lovingly raised her sister's orphaned child. Now, with Leigh grown, it's time for her to live life for herself. The retired teacher has become a successful mystery writer who loves to travel and intends to never experience winter again. When Helen visits Leigh, she is surprised to find her niece still needs her, especially when it comes to sorting out her love life. But the biggest surprise comes when Leigh takes Helen out to Sullivan's Crossing and Helen finds herself falling for the place and one special person. Helen and Leigh will each have to decide if they can open themselves up to love neither expected to find and seize the opportunity to live their best lives.",N/A,N/A,en
To Beguile a Beast,['Elizabeth Hoyt'],2009,['Housekeepers'],Sir Alistair Munroe is a naturalist knighted for his service to the crown during the French & Indian War - a war that left himhorribly maimed. Because of his scars he lives a near solitary existence in a crumbling Scottish castle.,N/A,N/A,en
Promise Canyon,['Robyn Carr'],2015-04-28,['Fiction'],"Clay Tahoma, Virgin River's new veterinary assistant, is welcomed by everyone in town except Lilly Yazhi, who believes that his down-to-earth attitude and rugged sex appeal is an act to charm wealthy women like his ex-wife.",N/A,N/A,en
Sunshower,['Christene Thompson'],1993,['Romance'],N/A,N/A,N/A,en
If Not for You,['Debbie Macomber'],2017,['Fiction'],"Moving away from her oppressive parents in the hopes of taking charge of her own life, Beth takes a job as a school music teacher and initially resists her attraction to a tattooed mechanic who is the epitome of everything her conservative parents fear.",N/A,N/A,en
Mastering the Marquess,['Vanessa Kelly'],2009-04,['Fiction'],"""Since the loss of her parents, Meredith Burnley has contented herself with a solitary life looking after her half-sister, Annabel. But Meredith's peace is shattered when her uncle schemes to marry her off to his son in order to gain her inheritance. Desperate, Meredith has only one choice: to flee with Annabel to their estranged grandparents' home. But their arrival soon reignites a family scandal--and kindles unexpected romance ... Happily reunited with the girls, Annabel's grandmother resolves to convince her nephew, Stephen Mallory, the Marquess of Silverton, to abandon his rakish lifestyle and wed Annabel. Stephen is clearly captivated--but with the wrong sister. Determined to make Meredith his own, Stephen embarks on a seduction that will leave her with no choice but to surrender to his touch ...""--Page 4 of cover.",N/A,N/A,en
The Butterfly Picnic,['Joan Aiken'],1992,[],N/A,N/A,N/A,en
Savor the Moment,['Nora Roberts'],2010,['Bakers'],"Wedding baker Laurel McBane is surrounded by romance working at Vows wedding planning company with her best friends Parker, Emma, and Mac. Low-key and unpretentious, she longs for the seemingly unreachable Ivy League lawyer Delaney, Parker's older brother.",N/A,N/A,en
Morgan's Child,['Anne Mather'],1998-10-25,['Fiction'],"Morgan's Child by Anne Mather released on Oct 25, 1998 is available now for purchase.",N/A,N/A,en
Mistress Pat,['L. M. Montgomery'],1989,['Families'],"When she was twenty, nearly everyone thought Patricia Gardiner ought to be having beaus--except of course, Pat herself. For Pat, Silver Bush was both home and heaven. All she could ever ask of life was bound in the magic of the lovely old house on Prince Edward Island, "" where good things never change."" And now there was more than ever to do, what with planning for the Christmas family reunion, entertaining a countess, playing matchmaker, and preparing for the arrival of the new hired man. Yet as those she loved so dearly started to move away, Pat began to question the wisdom of her choice of Silver Bush over romance. ""Was it possible to be lonely at Silver Bush?""",N/A,N/A,en
Home Front,['Kristin Hannah'],2014,['Interpersonal relations'],"From a distance, Michael and Jolene Zarkades seem to have it all: a solid dependable marriage, exciting careers, and children they adore. But after 12 blissful years together, the couple has lost their way. They are unhappy and edging towards divorce. Then an unexpected deployment tears their already fragile family apart.",N/A,N/A,en
Pearl in the Mist,['Virginia Andrews'],1995-07-03,[],"Living in the Dumas family mansion, Ruby is enjoying the love of a father she has never known. When her father dies she is left to contend with the cruelty of her stepmother and stepsister, and has to find every piece of strength to reclaim her home.",N/A,N/A,en
The Pursuit,"['Janet Evanovich', 'Lee Goldberg']",2016,['Fiction'],"Nick Fox, international con man and a fugitive on the FBI's most wanted list, has been kidnapped from a beach front retreat in Hawaii. But the kidnapper doesn't know that Nick has been secretly working for the FBI. Nick's partner, Special Agent Kate O'Hare, takes off in pursuit of the kidnappers. The trail leads to Belgium, France, and Italy, and pits Nick against a deadly adversary: Dragan Kovic, an ex-Serbian military officer, who is planning a crime that will net millions and cost thousands of American lives. Nick and Kate mount the most risky and audacious con they've ever attempted in an effort to stop Kovic from launching a catastrophe of epic proportions.",N/A,N/A,en
Tallchief,['Cait London'],2002-01-25,['Fiction'],"Tallchief: The Hunter by Cait London released on Jan 25, 2002 is available now for purchase.",N/A,N/A,en
What to Buy the Shadowhunter who Has Everything,"['Cassandra Clare', 'Sarah Rees Brennan']",2013,['Demonology'],N/A,N/A,N/A,en
Holly,['Jude Deveraux'],2004-10,['Fiction'],Holly believes that she may finally have a chance with the man she has loved for years until she meets an undeniably attractive stranger and spends the weekend with him.,N/A,N/A,en
The Ultimate Choice,['Emma Darcy'],1990,['Large type books'],N/A,N/A,N/A,en
Because of Lila,['Abbi Glines'],2017-07-11,['Chick lit'],"Prim, proper, classic good girl, and her least favorite label - icy. Lila Kate Carter has heard them all. The last one, being the newest. She is not icy. She just doesn't care for Cruz Kerrington and his spoiled, selfish, careless ways. That doesn't make her icy, that makes him a jerk! Tired of being labeled and doing what is expected of her, Lila Kate leaves Rosemary Beach, Florida ready for an adventure. Wanting to recreate herself, find a new path, and become something more. Eli Hardy is tired of women who always act the same, do the same thing and expect the same thing. He's ready to swear off women until he can get the rest of his life together. Two weeks into his no-women-rule he meets Lila. She's so damn sweet and polite. Like she walked right out of an etiquette book. But he'd already been drunk before she walked in so there was a good chance she might not be as stunning and perfect as he thinks. He's just too drunk to worry about that. The next morning, he swears he can still smell her on his skin. He just can't remember why or what happened after that third dance. Their worlds are about to collide, and so are the secrets and lies.",N/A,N/A,en
Part-Time Marriage,['Jessica Steele'],2001,['Fiction'],"Part-Time Marriage by Jessica Steele released on Nov 24, 2001 is available now for purchase.",N/A,N/A,en
Making Faces,['Amy Harmon'],2017-02-21,['Disabled veterans'],"Five young men went off to war, and only one came back. Ambrose Young had been beautiful-- but as a wounded warrior, he faced a loss of identity. To Fern Taylor, he had been so beautiful that he was someone she could never have. Can friendship overcome heartache? There is a little beauty and a little beast in all of us.",N/A,N/A,en
Where There's a Will,['Day Leclaire'],2007-10-31,['Fiction'],"Management and organization were Julian Lord's areas of expertise. Not so for Callie Marcus. With a two-hundred-pound St. Bernard who thought he was human, and a house in the midst of being demolished--er, remodeled--Callie was going to need Julian's expertise. As well as his cooperation. Because even after her death, Aunt Maudie was playing games. She'd hidden her will, and with any luck, Callie and Julian would find it...and love.",N/A,N/A,en
"Shoulda, Woulda, Coulda",['La Jill Hunt'],2005,['African Americans'],Romantic drama of family life.,N/A,N/A,en
The Girls of Mischief Bay,['Susan Mallery'],2016-11-29,['Female friendship'],"Through romance and heartbreak, laughter and tears, the girls of Mischief Bay will discover that life is richer with friends at your side Nicole Lord wants to be a good wife, but there's a difference between being supportive and supporting her husband, who quit his job to write a screenplay she's never seen. He won't even help take care of their son, leaving Nicole to run the house and work full-time. Sacrificing a personal life for her career is how Shannon Rigg became a VP at her firm, but she wonders now whether she made the right choice. An exciting new relationship with a great guy convinces her that it might not be too late--until he drops a bombshell that has her questioning whether she really can have it all. Although Pam Eiland adores her husband, she feels restless now that the kids are grown. Finding sexy new ways to surprise him brings the heat and humor back to their marriage, but when unexpected change turns her life upside down, she'll have to redefine herself. Again. Through romance and heartbreak, laughter and tears, the girls of Mischief Bay will discover that life is richer with friends at your side.",N/A,N/A,en
Everything to Gain,['Barbara Taylor Bradford'],1994,['Man-woman relationships'],Absorbing and heartrendingly real tale of one woman's life and feelings laid bare.,N/A,N/A,en
Dating Game,['Danielle Steel'],2003,['Dating (Social customs)'],"When her husband of twenty-four years unexpectedly divorces her, a devastated Paris Armstrong struggles to overcome a broken heart and the disappointment of single life.",N/A,N/A,en
Presumed Guilty,['Tess Gerritsen'],1997,['Maine'],"Miranda's ex-lover is found murdered. She had a motive and the opportunity. After being arrested for the crime, Miranda is shocked to learn she's been released on bail--bail posted by someone determined to remain anonymous. Is someone trying to help Miranda? Or is someone trying to manipulate Miranda and draw her into the dark and secret world of a murdered man, where everybody's presumed guilty?",N/A,N/A,en
A Wanted Man: A Stone Creek Novel,['Linda Lael Miller'],2013-03-26,['Fiction'],"""This edition published by arrangement with Harlequin Books S.A.""--T.p. verso.",N/A,N/A,en
Tidal,['Emily Snow'],2013-06-04,['Fiction'],"Hollywood starlet Willow Avery is out of rehab, with only one chance left to redeem herself before she's officially on every director's crap list. At least, that's what her parents and her agent are claiming. She doesn't really give a damn if she ever makes another movie-she just wants to get on with her life, get back to her friends, and find her next escape. But Willow is broke, and whether she likes it or not, acting is the only job she knows how to do. When she accepts the lead in a new beach drama, Willow finds herself in Hawaii. And in Hawaii, she finds Cooper, the gorgeous Australian surfer who's been hired to train her for her new role. With the bluest eyes she's ever seen and the sexiest accent she's ever heard, Cooper's different from the men she's used to. He doesn't want to use her. And he refuses to let her fail. But when an old friend re-enters Willow's life-a friend whose toxic presence reminds her of the painful memories and deadly habits she's tried so hard to suppress-Willow will have to choose between the girl she was and the person she's becoming...or she may lose the man she's falling hard for.",N/A,N/A,en
On a Highland Shore,['Kathleen Givens'],2007-05-22,['Fiction'],"When her Scottish highland village is decimated in a Viking raid two weeks before her wedding, Margaret MacDonald and her surviving siblings find shelter in the home of warrior Gannon MacMagnus, who agrees to help Margaret locate her abducted younger brother.",N/A,N/A,en
Fortune's Lady,['Melinda Hammond'],1997,['England'],N/A,N/A,N/A,en
Eden Close,['Anita Shreve'],1994,['Blindness'],"Andrew, an advertising executive in his mid-30s, returns to his hometown in upstate New York for his mother's funeral. He does not intend to stay in the slow rural backwater he left seventeen years before. But the dreams and memories persist and in the darkened farmhouse he relives that hot, bloody night when Eden Close was blinded -- by the same gun that killed her father. The enigmatic Eden had been Andrew's childhood companion. Together the two roamed summer cornfields, smoked their first forbidden cigarettes, skated, fished and fought until the tomboy turned temptress -- then their friendship ended. Now, despite warnings, Andrew is drawn again to this lost, blind girl of his youth, drawn to save her from the cruel neglect she has endured for seventeen sightless years without him. But first he must discover the grisly truth about that night . . .",N/A,N/A,en
A Forgotten Magic,"[""Kathleen O'Brien""]",1994,['Fiction'],"A Forgotten Magic by Kathleen O'Brien released on Feb 22, 1994 is available now for purchase.",N/A,N/A,en
Private Peaceful,['Michael Morpurgo'],2012,['Juvenile Fiction'],"Told in the voice of Private Tommo Peaceful, the story follows twenty-four hours at the front, and captures his memories of his family and his village life--by no means as tranquil as it appeared.",N/A,N/A,en
The Firebird,['Susanna Kearsley'],2023-10-12,['Antiques & Collectibles'],"From the New York Times bestselling author of The Winter Sea and The Vanished Days When a woman brings a small wooden carving into the art dealership, claiming it once belonged to a Russian Empress, Nicola Marter's boss believes it is worthless. But Nicola has an unwanted, if rare, psychic gift. Holding 'The Firebird' in her hands, she knows this woman is telling the truth. Compelled to uncover its true history, Nicola must put her own past behind her. She contacts an old flame who can access the past in a way no one else can. Together they can find the real story of 'The Firebird'... Following history from Scotland, to Belgium and to St Petersburg, The Firebird is a sweeping story of love, sacrifice, courage and redemption. A journey that spans centuries and lifetimes to connect the past with the future. Praise for Susanna Kearsley 'Sometimes an author catches lightning in a bottle, and Susanna Kearsley has done just that' New York Journal of Books 'A deeply engaging romance and a compelling historical novel' Bernard Cornwell, author of The Last Kingdom 'Kearsley is nothing less than a magician weaving together the past and the present in yet another marvellous, genre-bending, romantic, mysterious and utterly unputdownable novel' M J Rose, author of Seduction 'Will stay with you long after you put it down. Her deft touch with historical intrigue is matched only by her delivery of a contemporary heroine who is as unique as she is memorable' Deanna Raybourn, author of The Dark Enquiry 'Fascinating, immersive and twisty - twists not only of plot, but of character and time' Diana Gabaldon, author of the Outlander series",N/A,N/A,en
Tuesday's Child,['Louise Bagshawe'],2005,['Chick lit'],"The heroine of this novel is a tomboy. She loves her Doc Martens, heavy metal, and hanging out with her best friend, Ollie. She may have been born on a Tuesday, but graceful she isn't. However, Lucy's world is about to change. Ollie gets engaged, and her new boss wants her to smarten up. Lucy tries to turn herself into the kind of girl she thinks they want her to be - with hilarious and unexpected results.",N/A,N/A,en
Girl in Luv,"['Jay Crownover', 'Rebecca Yarros']",2019,['Dating (Social customs)'],"""Langley Vaughn is in desperate need of a date. But not just any date. She's looking for a date to the wedding from hell. It isn't every day you're forced to be in the bridal party while your first love marries your archnemesis, otherwise known as the world's worst stepsister. The entire situation is a nightmare, and Langley is sick and tired of taking orders and forcing a fake smile. She's done being the bad guy when she was the one who was wronged. She needs to find a date who's not afraid of her family's money, someone willing to shake things up. She needs someone outside of her normal social circle, someone ready to go to war with the well-to-do. She needs someone who won't back down. Someone willing to play the complicated game of tug-of-war she's been engaged in with her family for years. Never in a million years did she think she was going to stumble across her very own heroic heartthrob when she set her crazy plan in motion. Not only does Iker show up for her time and time again, he also forces her to finally fight for herself. He says he's only there for the money, but his actions speak so much louder than his words."" --",N/A,N/A,en
Prince of Lies,['Robyn Donald'],1996-03,['Large type books'],Romance by a New Zealander.,N/A,N/A,en
Beauty and the Badge,['Lyn Stone'],2002,['Fiction'],"Beauty And The Badge by Lyn Stone released on Jul 25, 1999 is available now for purchase.",N/A,N/A,en
Magic,['Danielle Steel'],2016,['Fiction'],"""Magic is the mesmerizing new novel from Danielle Steel, whose many #1 New York Times bestselling tales have made her one of America's most beloved writers""--",N/A,N/A,en
Meant to Be,['Jude Deveraux'],2021-03-16,['Fiction'],"New York Times bestselling author Jude Deveraux has crafted an inspiring family saga that spans generations as she tells the story of two headstrong sisters who are bound by tradition but long to forge their own path. It's 1972 and times are changing. In the small farming community of Mason, Kansas, Vera and Kelly Exton are known for their ambitions. Vera is an activist who wants to join her boyfriend in the Peace Corps. But she is doing her duty caring for her widowed mother and younger sister until Kelly is firmly established. Kelly is studying to become a veterinarian. She plans to marry her childhood sweetheart and eventually take over his father's veterinary practice. But it's a tumultuous time and neither sister is entirely happy with the path that's been laid out for her. As each evaluates her options, everything shifts. Do you do what's right for yourself or what others want? By having the courage to follow their hearts these women will change lives for the better and the effects will be felt by the generations that follow. Meant to Be delivers an emotional, smart, funny and wise lesson about the importance of being true to yourself.",N/A,N/A,en
Caged in Winter,['Brighton Walsh'],2014,['Fiction'],"In this emotional and sexy New Adult debut from Brighton Walsh, the only thing more frightening than commitment is hope... Aspiring chef Cade Maxwell is immediately, viscerally attracted to Winter Jacobson. But it's not her mouthwatering curves he's drawn to--it's the strange emptiness in her eyes. When Cade saves her from a drunken customer with grabby hands, he's shocked at her response... Winter doesn't need Cade's help. After a lifetime of getting by on her own, she's happy to rely on herself. She's exactly seventy-six days away from graduating college, and if she can hold it together that long, she'll finally be able to rise above the crappy hand she was dealt. But now, every time she turns around, Cade is there, ready to push her, smile at her, distract her from her plans. Winter knows she can't afford to open up--especially to a man she's terrified to actually want...",N/A,N/A,en
Being Elizabeth,['Barbara Taylor Bradford'],2008,['Fiction'],"Elizabeth Turner carries the red-gold hair and beautiful English complexion of her Deravnel ancestors. She has also inherited Edward Deravenel's charismatic, fiercely ambitious, personality. Now, at twenty-five, she stands in the position she has dreamed of - inheriting the family business, Deravenels. Over 800 years old, the company is a bastion of male chauvinism,and the challenges Elizabeth faces are immense - and not the least of which is a cousin who believes herself to be the rightful heir. Elizabeth's main ally is her childhood friend, handsome Robert Dunley. Intelligent and charming, he is her match in every way - and there is a spark between them that is impossible to resist. But Robert is married, and their affair flares the flame of scandal, though that is the least of Elizabeth's problems, as she fights for her birthright.",N/A,N/A,en
Freedom to Love,['Ronica Black'],2017-08-15,['Fiction'],What happens when the woman who spent her lifetime worrying about caring for her family finally finds the freedom to love without borders?,N/A,N/A,en
Home in Carolina,['Sherryl Woods'],2016-06-28,['Fiction'],"""There's no place like home, especially if it's Serenity, South Carolina. For Annie Sullivan, though, the homecoming is bittersweet. She'd always envisioned a life there with her childhood best friend, Tyler Townsend. But Ty's betrayal has cost her the family and the future they'd once planned. For Ty, losing Annie was heartbreaking. Still, he can't imagine life without the three-year-old son whose mother left him for Ty to raise. Ty wants it all, Annie, his child and the future he'd dreamed about, and he's back home in Serenity to fight for it. But getting Annie to forgive and forget may be the hardest challenge he's ever faced. With the stakes so high, this is one game he can't afford to lose.""--Page 4 of cover.",N/A,N/A,en
